Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
H3013,Biza,C,4,1,2,3,2,3,8,Ic Lo Ni,,5,Unusual Custom: Conspiracy,Enrarly Ilnor,Human,Female,21,1084,6,2,A,7,A,9,Citizen,,0,"Anglic Language 0, Computer Training 0, Jack of all Trades 0, Sculpting 0, Tank Driving 0, Vacc Suit Training 0",,Cr0,Cr0,Cr0
C2408,Jenlie,B,6,9,5,6,8,A,5,Ag Ni,,9,Obsessed,Sir Kamer N. Ond,Human,Male,43,1062,A,7,4,A,9,B,Drifter,Barbarian,1,"Advocating 1, Anglic Language 0, Athletic Strength 1, Autocar Driving 0, Belter 0, Companion 0, Computer Training 2, Energy Rifle 0, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Mole Trucking 0, Navigating 1, Persuading 0, Political Science 1, Psychology 0, Slug Rifle 1, Streetwise 1, Telecomm 0, Trading 0, Vacc Suit Training 0, Veterinary 0",1 Ship Share,Cr13000,Cr0,Cr0
D2610,Etlsurnallynn,C,4,5,7,4,7,8,7,Ni,,6,Influenced,Shatt Burshiny,Human,Male,44,1061,1,1,2,7,8,3,Scout,Survey,2,"Anglic Language 0, Astrogating 1, Energy Rifle 1, Jack of all Trades 0, Mechanical Training 0, Navigating 1, Sculpting 0, Small Craft Piloting 0, Space Construction 0, Spacecraft Piloting 0, Survival Training 0, Telecomm 0, Vacc Suit Training 3, Zero-G Training 1","Scout Ship, Scout Ship",Cr70000,Cr0,Cr0
I0225,Etrc,B,6,6,9,8,A,A,C,Ri,,4,Artistic,Ikrelam Katn,Human,Female,38,1067,8,6,5,9,7,7,Scholar,Field Researcher,4,"Advocating 0, Anglic Language 0, Computer Training 0, Diplomacy 2, History 1, Investigating 3, Jack of all Trades 0, Medical Training 0, Musical Training 0, Oynprith Language 1, Physics 0, Psionicology 0, Robotics 1, Sensor Reading 1, Telecomm 0, Zdetl Language 1","Scientific Equipment, Lab Ship, Lab Ship",Cr200000,Cr0,Cr0
K1827,Uton,C,6,2,0,3,3,5,B,De Lo Ni Po,,6,Liberal,Athistarmer Antitellier,Human,Female,40,1065,9,8,9,6,B,6,Scholar,Physician,6,"Advocating 0, Anglic Language 0, Computer Training 2, Cybernetics 1, Diplomacy 0, Electronics 1, Energy 0, Genetics 1, Investigating 0, Jack of all Trades 0, Linguistics 1, Medical Training 4, Physics 0, Survival Training 0, Telecomm 1, Veterinary 0, Zdetl Language 1","Lab Ship, Lab Ship, 2 Ship Shares",Cr120000,Cr0,Cr12000
F1312,Enltelpikink,E,4,5,A,7,8,3,5,Wa,,7,Religious,Anhamer Banly,Human,Female,41,1064,6,6,1,2,C,7,Drifter,Barbarian,0,"Anglic Language 0, Animal Riding 0, Astrogating 0, Athletic Strength 1, Bionetics 0, Deceiving 0, Diplomacy 1, Electronics 0, Energy Pistol 0, Fist Fighting 1, Jack of all Trades 0, Jumping 1, Mechanical Training 0, Medical Training 1, Navigating 1, Small Craft Piloting 0, Stealth 0, Survival Training 0, Telecomm 0",,Cr0,Cr37000,Cr0
N1237,Canlo,E,8,A,5,5,4,4,8,Ni,,A,Unusual Customs: Nobility,Warrc Arnalis,Human,Male,42,1063,9,5,5,8,A,4,Drifter,Barbarian,5,"Advocating 0, Anglic Language 0, Astrogating 0, Diplomacy 1, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Medical Training 0, Sculpting 0, Shotgun 0, Spacecraft Piloting 0, Stealth 1, Survival Training 2, Telecomm 0, Vilani Language 0",,Cr5000,Cr0,Cr0
B1303,Dekranlmes,E,A,C,6,4,6,7,A,Fl Ni,,8,Obsessed,Beny Etlsoni,Human,Male,20,1085,A,4,7,6,4,7,Citizen,,0,"Anglic Language 0, Economics 0, Jack of all Trades 0, Telecomm 0",,Cr0,Cr0,Cr0
D2606,Ironrlie,B,4,3,6,3,0,0,A,Lo Ni,,5,Influenced,Baroness Indy Enltoti Atlsidrata of Ironrlie,Human,Female,45,1060,5,8,5,A,9,C,Nobility,Diplomat,6,"Administrating 2, Advocating 1, Anglic Language 0, Animal Riding 1, Athletic Strength 0, Autocar Driving 0, Carousing 1, Companion 1, Deceiving 3, Diplomacy 1, Electronics 0, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Persuading 1, Physics 0, Portable Artillery 0, Reconnaissance 0, Slug Pistol 0, Slug Rifle 1","TAS Membership, Yacht, Estate Portfolio: Cr75000, Pension Portfolio: Cr10000000, TAS Membership, Estate Portfolio: Cr750000, Yacht, 2 Ship Shares",Cr0,Cr0,Cr12000
F0919,Shescurtis,C,7,C,6,A,B,D,B,Fl Hi,,B,Religious,1st Officer Imjilace W. Toce,Human,Female,40,1065,4,5,9,A,7,8,Merchants,Merchant Marine,6,"Anglic Language 0, Autocar Driving 0, Capital Ship Helm 1, Companion 0, Energy 2, Energy Rifle 1, Investigating 1, Jack of all Trades 0, Mechanical Training 3, Persuading 0, Spacecraft Piloting 1, Streetwise 0, Telecomm 0, Trading 0, Turret Gunnery 1, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 4","Free Trader, Free Trader",Cr55000,Cr0,Cr12000
E0813,Ener,C,5,5,8,3,1,6,8,Lo Ni,,1,Violent,Lenson Satmon,Human,Male,40,1065,7,6,B,3,5,7,Drifter,Barbarian,0,"Advocating 0, Anglic Language 0, Animal Farming 0, Astrogating 0, Carousing 0, Companion 0, Dancing 0, Deceiving 0, Electronics 0, Jack of all Trades 0, Mechanical Training 1, Persuading 1, Spacecraft Piloting 1, Streetwise 2, Survival Training 1, Vacc Suit Training 1, Writing 0",,Cr100000,Cr0,Cr0
N1231,Adrostatke,B,A,8,7,3,5,5,A,Lo Ni,,7,Liberal,Captain Irlelda Y. Chonrt,Human,Female,41,1064,5,4,4,6,6,6,Merchants,Free Trader,2,"Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 1, Battle Suit Training 1, Belter 0, Companion 1, Heavy Launchers 1, Jack of all Trades 0, Leadership 1, Linguistics 0, Mole Trucking 1, Naval Tactics 1, Persuading 2, Portable Artillery 0, Slug Rifle 1, Stealth 0, Telecomm 1, Trading 0, Vilani Language 0",Armor,Cr60000,Cr0,Cr0
K2230,Erti,C,4,1,0,2,2,3,8,Lo Ni,,6,Unusual Customs: Lifecycle,Arnston Britertsacoli,Human,Female,39,1066,5,4,8,7,9,9,Citizen,Worker,5,"Advocating 1, Anglic Language 0, Autocar Driving 0, Civil Construction 0, Companion 1, Electronics 1, Explosives 1, Fist Fighting 1, Gambling 1, Genetics 0, Gravitics 0, Jack of all Trades 1, Mechanical Training 1, Medical Training 0, Philosophy 0, Polymers 1, Space Construction 1, Streetwise 1, Tank Driving 1",,Cr120000,Cr0,Cr10000
K1730,Ilratm,D,1,2,0,2,2,0,9,De Lo Ni Po,,8,Unusual Customs: Eating,Esihn Ilsha,Human,Female,41,1064,7,6,A,3,5,9,Drifter,Wanderer,0,"Anglic Language 0, Animal Farming 0, Companion 0, Computer Training 0, Driving 1, Energy Rifle 0, Field Artillery 0, Investigating 0, Jack of all Trades 0, Reconnaissance 1, Slug Pistol 0, Slug Rifle 1, Small Craft Piloting 1, Stealth 0, Streetwise 0, Survival Training 0, Tank Driving 0",,Cr0,Cr0,Cr0
M0535,Brisharli,C,6,8,8,6,5,5,5,Ag Ni Ri,,A,Recovering,Marchioness Surnski Amondonrleshulton Ilrlepalmer of Brisharli,Human,Female,41,1064,1,5,B,7,4,D,Marines,Support,5,"Anglic Language 0, Animal Farming 0, Athletic Endurance 0, Battle Suit Training 3, Energy Pistol 1, Energy Rifle 1, Field Artillery 1, Jack of all Trades 0, Leadership 1, Military Tactics 1, Naval Tactics 2, Political Science 0, Portable Artillery 0, Slug Rifle 0, Stealth 4",TAS Membership,Cr20000,Cr0,Cr10000
K2225,Erminstim,B,8,C,6,5,5,5,A,Fl Ni,,B,Sexist,Lance Corporal Cini H. Soshelbribily,Human,Female,40,1065,5,4,2,6,B,4,Drifter,Wanderer,0,"Administrating 0, Advocating 0, Anglic Language 0, Athletic Strength 0, Carousing 1, Energy Pistol 0, Explosives 1, Fist Fighting 1, Gravitics 1, Heavy Launchers 0, Jack of all Trades 0, Jumpspace 0, Knife Fighting 1, Reconnaissance 3, Slug Rifle 1, Stealth 1, Streetwise 0, Survival Training 1, Tank Driving 0, Telecomm 1",Armor,Cr0,Cr0,Cr0
K1928,Urtake,C,4,4,2,5,5,6,6,Ni Po,,2,Influenced,Captain Ancicilch B. Rogeue,Human,Female,45,1060,6,7,A,7,6,7,Agent,Law Enforcement,2,"Advocating 1, Anglic Language 0, Animal Riding 0, Athletic Endurance 0, Battle Suit Training 2, Deceiving 1, Energy Pistol 0, Energy Rifle 2, Field Artillery 0, Investigating 1, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Military Tactics 1, Naval Tactics 0, Philosophy 0, Sensor Reading 2, Stealth 0, Streetwise 0",TAS Membership,Cr60000,Cr0,Cr10000
C1908,Antimtis,E,4,5,4,2,3,3,7,Lo Ni,,7,Liberal,Rarnalmes Estelpodike,Human,Male,45,1060,9,1,A,9,4,7,Drifter,Barbarian,2,"Administrating 0, Anglic Language 0, Astrogating 1, Carousing 0, Diplomacy 1, Energy Pistol 1, Fist Fighting 1, Jack of all Trades 0, Mechanical Training 0, Small Craft Piloting 1, Spacecraft Piloting 1, Streetwise 2, Survival Training 2, Telecomm 1, Vacc Suit Training 1, Writing 0","Scout Ship, 1 Ship Share",Cr63000,Cr0,Cr0
I0129,Onstansatthan,C,3,4,2,2,0,1,9,Lo Ni Po,,2,Unusual Custom: Media,Commander Sam Z. Ine,Human,Male,44,1061,A,9,5,C,4,3,Navy,Engineering/Gunnery,6,"Anglic Language 0, Animal Riding 0, Capital Ship Helm 0, Deceiving 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 0, Naval Tactics 1, Ortillery Gunnery 0, Reconnaissance 1, Sensor Reading 1, Slug Pistol 0, Vacc Suit Training 0, Zero-G Training 0","TAS Membership, Ship's Boat, TAS Membership, 2 Ship Shares",Cr75000,Cr0,Cr12000
A0701,Imlam,B,5,6,4,2,2,6,6,Lo Ni,,8,Degenerate,Elo Elsa,Human,Female,44,1061,7,C,8,5,A,6,Drifter,Scavenger,2,"Advocating 0, Anglic Language 0, Animal Training 0, Athletic Co-ord 0, Bionetics 1, Companion 1, Fist Fighting 1, Holography 0, Jack of all Trades 0, Mechanical Training 1, Mole Trucking 0, Persuading 2, Reconnaissance 0, Stealth 0, Survival Training 2, Tank Driving 0, Vilani Language 0, Zero-G Training 0",,Cr28000,Cr0,Cr0
C1903,Elsusilscend,B,3,0,0,5,A,8,9,Ni Va,,9,Nexus,Corporal Enmanthon R. Darjenrlie,Human,Female,42,1063,8,6,5,B,6,8,Entertainer,Artist,2,"Advocating 0, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Carousing 1, Deceiving 1, Field Artillery 0, Fist Fighting 1, Genetics 0, Jack of all Trades 0, Jumping 1, Knife Fighting 2, Naval Tactics 0, Persuading 2, Reconnaissance 0, Sculpting 1, Shotgun 1, Slug Pistol 0, Slug Rifle 1, Stealth 0, Streetwise 1, Telecomm 1, Vacc Suit Training 0",TAS Membership,Cr35000,Cr0,Cr0
G2020,Alner,E,5,2,3,9,D,D,7,Hi In Na Po,,9,Remnant,Force Commander Etchronni M. Ihison,Human,Female,42,1063,2,5,4,7,8,8,Marines,Support,5,"Administrating 0, Advocating 0, Aero Flying 1, Anglic Language 0, Animal Farming 0, Carousing 1, Diplomacy 0, Energy Pistol 1, Heavy Launchers 1, Hydroponics 0, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 1, Medical Training 1, Naval Tactics 1, Persuading 0, Slug Pistol 1, Slug Rifle 1, Stealth 1, Streetwise 0, Telecomm 1",TAS Membership,Cr70000,Cr0,Cr10000
B0910,Stestidyne,B,6,5,5,5,4,9,9,Ag Ga Ni,,4,Unusual Customs: Technology,Count Pihn Rad Alier of Stestidyne,Human,Male,40,1065,1,9,5,A,B,E,Entertainer,Performer,5,"Acting 0, Anglic Language 0, Animal Training 0, Athletic Co-ord 2, Athletic Endurance 1, Carousing 1, Companion 0, Dancing 1, Deceiving 1, Economics 0, Jack of all Trades 0, Jumpspace 0, Musical Training 1, Persuading 0, Stealth 4, Streetwise 1, Telecomm 1, Writing 0",2 Ship Shares,Cr50000,Cr0,Cr10000
C1908,Chrikrimon,E,9,A,6,8,5,7,8,,,9,Religious,Ondrelason Anlurhelson,Human,Male,43,1062,8,4,6,D,B,8,Scholar,Scientist,3,"Advocating 0, Anglic Language 0, Archeology 1, Art 1, Athletic Co-ord 1, Carousing 0, Companion 0, Computer Science 1, Computer Training 1, Deceiving 1, Electronics 1, Holography 0, Investigating 0, Jack of all Trades 1, Medical Training 0, Persuading 0, Planetology 0, Stealth 1, Streetwise 2, Telecomm 1, Vilani Language 0",,Cr50000,Cr0,Cr0
A0802,Urrlie,B,3,0,0,5,7,7,B,Ni Va,,A,Unusual Custom: Conspiracy,Jimse Onpeke,Human,Female,44,1061,3,8,2,4,A,8,Scout,Exploration,2,"Advocating 0, Anglic Language 0, Animal Training 1, Athletic Co-ord 0, Dancing 0, Deceiving 1, Energy Rifle 1, Heavy Launchers 0, Jack of all Trades 1, Knife Fighting 0, Medical Training 2, Navigating 1, Reconnaissance 2, Sensor Reading 1, Ship Screens 1, Shotgun 0, Small Craft Piloting 0, Stealth 1, Survival Training 1, Tank Driving 0, Telecomm 1, Vacc Suit Training 1, Xenology 0","Corsair, 1 Ship Share",Cr35000,Cr0,Cr0
B1410,Alnsteni,C,6,5,3,5,8,5,6,Ni Po,,5,Unusual Customs: Travel,Corporal Ekretpiturk A. Vonnk,Human,Female,45,1060,6,9,4,A,7,A,Agent,Law Enforcement,2,"Administrating 1, Anglic Language 0, Animal Riding 0, Capital Ship Helm 1, Computer Training 0, Deceiving 1, Energy Pistol 0, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 2, Naval Tactics 1, Ortillery Gunnery 0, Reconnaissance 1, Shotgun 1, Small Craft Piloting 1, Streetwise 1, Vacc Suit Training 0, Vilani Language 0, Zero-G Training 0","TAS Membership, Scientific Equipment, 4 Ship Shares",Cr50000,Cr0,Cr0
E0512,Omer,C,2,3,2,8,8,6,8,Na Po,,3,Honorable,Sergeant Satda Y. Sardibrelsa,Human,Female,41,1064,6,D,A,9,6,4,Army,Cavalry,4,"Anglic Language 0, Athletic Endurance 0, Energy Rifle 1, Fist Fighting 3, Gambling 2, Heavy Launchers 0, Holography 0, Investigating 1, Jack of all Trades 0, Leadership 1, Mole Trucking 0, Reconnaissance 1, Slug Rifle 1, Stealth 1, Sword Fighting 0, Veterinary 0",,Cr35000,Cr0,Cr0
J1525,Enstelchrikal,B,8,9,7,8,B,9,B,,,B,Peaceful,Anjigalnstance Once,Human,Female,39,1066,6,3,4,5,8,6,Army,Infantry,1,"Anglic Language 0, Carousing 1, Civil Construction 0, Companion 2, Computer Science 0, Electronics 0, Heavy Launchers 0, Jack of all Trades 0, Leadership 2, Mechanical Training 1, Physics 0, Robotics 0, Shotgun 1, Slug Rifle 1, Space Construction 0, Tank Driving 0",2 Ship Shares,Cr70000,Cr0,Cr0
E0413,Al,E,6,9,A,7,7,A,A,Wa,,B,Unusual Customs: Travel,Lannas Niry,Human,Male,40,1065,9,7,4,7,7,7,Army,Support,1,"Aero Flying 1, Anglic Language 0, Autocar Driving 1, Civil Construction 1, Diplomacy 1, Energy Rifle 1, Genetics 0, Gravitics 0, Hydroponics 1, Jack of all Trades 0, Leadership 1, Mechanical Training 2, Physics 1, Sculpting 0, Slug Rifle 0, Space Construction 0",,Cr20000,Cr0,Cr0
K2022,Rithan,E,7,3,0,A,9,7,B,De Hi Na Po,,4,Fashion,Isatrt Elbilkenvehn,Human,Female,29,1076,3,7,C,9,8,6,Army,Infantry,1,"Anglic Language 0, Athletic Co-ord 0, Energy Pistol 0, Energy Rifle 1, Fist Fighting 0, Heavy Launchers 0, Jack of all Trades 0, Leadership 1, Portable Artillery 1, Reconnaissance 0, Shotgun 1, Streetwise 0, Survival Training 0, Tank Driving 0, Veterinary 0",,Cr10000,Cr0,Cr0
N1435,Ing,A,5,2,0,7,B,6,D,De Na Po,,6,Progressive,Arderparnor Jonski,Human,Female,40,1065,3,5,9,A,C,9,Entertainer,Performer,2,"Advocating 1, Anglic Language 0, Animal Training 0, Astrogating 0, Cybernetics 1, Genetics 0, Grav Flying 1, Jack of all Trades 0, Mechanical Training 1, Persuading 0, Slug Pistol 0, Small Craft Piloting 0, Streetwise 2, Survival Training 0, Tank Driving 0, Vacc Suit Training 1, Zero-G Training 1",,Cr10000,Cr0,Cr0
I0428,Mankerck,B,0,0,0,4,5,3,D,As Ni Va,,7,Peaceful,4th Officer Arvenmanshi N. Satrlobocarry,Human,Female,39,1066,8,A,6,5,7,A,Merchants,Merchant Marine,4,"Administrating 1, Anglic Language 0, Animal Training 0, Athletic Endurance 0, Autocar Driving 0, Capital Ship Helm 1, Hydroponics 1, Jack of all Trades 0, Jumpspace 1, Mechanical Training 1, Mole Trucking 0, Reconnaissance 0, Survival Training 1, Tank Driving 0, Vacc Suit Training 3, Zero-G Training 1",Free Trader,Cr16000,Cr0,Cr0
B1008,Enk,E,9,6,5,6,7,7,5,Ag Ni Ri,,8,Unusual Customs: Nobility,Lt Colonel Enheltsorc E. Imni,Human,Female,43,1062,7,2,B,9,8,9,Marines,Ground Assault,6,"Anglic Language 0, Animal Training 0, Battle Suit Training 3, Carousing 0, Deceiving 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Medical Training 0, Military Tactics 2, Portable Artillery 2, Reconnaissance 1, Robotics 0, Shotgun 1, Slug Pistol 1, Slug Rifle 2, Stealth 0, Submarine Helm 0, Survival Training 1, Veterinary 0",Armor,Cr60000,Cr0,Cr12000
B1607,Perrimli,D,4,5,6,2,5,5,8,Lo Ni,,6,Fusion,Lady Alelam P. Thotserthelmes,Human,Female,44,1061,4,6,8,8,9,B,Drifter,Barbarian,3,"Administrating 2, Advocating 1, Anglic Language 0, Athletic Co-ord 1, Computer Training 0, Deceiving 0, Diplomacy 2, Jack of all Trades 0, Jumping 0, Knife Fighting 2, Persuading 1, Physics 0, Reconnaissance 0, Robotics 0, Sailboat Helm 1, Stealth 1, Streetwise 0, Survival Training 1, Telecomm 0, Trading 2","Property Portfolio: Cr1000000, 2 Ship Shares",Cr0,Cr3000,Cr0
P2934,Ard,B,2,3,6,4,5,4,A,Ni,,1,Unusual Customs: Lifecycle,Drit Urkranhn,Human,Male,19,1086,A,2,3,7,4,A,Citizen,,0,"Anglic Language 0, Civil Construction 0, Jack of all Trades 0",,Cr0,Cr0,Cr0
M0338,Ehl,D,5,8,9,4,9,6,4,Ni,,7,Nexus,Lance Corporal Thenly U. Anson,Human,Female,44,1061,9,6,3,D,7,6,Citizen,Corporate,4,"Acting 0, Administrating 1, Advocating 2, Anglic Language 0, Capital Weapons 1, Computer Training 2, Diplomacy 1, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Jumping 0, Leadership 1, Reconnaissance 1, Robotics 0, Sensor Reading 1, Shotgun 0, Sword Fighting 0, Tank Driving 0, Trading 1, Turret Gunnery 1","TAS Membership, 2 Ship Shares",Cr90000,Cr0,Cr0
M0136,Selse,C,3,4,5,6,6,7,4,Ag Ni,,6,Xenophobic,Chrilton Opanni,Human,Male,16,1089,8,2,9,7,7,5,Citizen,,0,"Advocating 0, Anglic Language 0, Animal Riding 0, Jack of all Trades 0, Jumpspace 0",,Cr0,Cr0,Cr0
G2117,Elnann,E,3,1,1,5,9,A,8,Ic Ni,,5,Unusual Custom: Offworlders,Corporal Iwelnie J. Etlace,Human,Female,42,1063,6,5,E,A,6,4,Drifter,Wanderer,2,"Anglic Language 0, Athletic Co-ord 0, Battle Suit Training 1, Deceiving 0, Energy Pistol 1, Energy Rifle 1, Gambling 1, Jack of all Trades 0, Knife Fighting 2, Military Tactics 0, Portable Artillery 0, Reconnaissance 1, Shotgun 0, Stealth 0, Streetwise 1, Telecomm 1, Vacc Suit Training 0, Zero-G Training 1","Armor, TAS Membership",Cr8000,Cr0,Cr0
K2322,Ata,B,5,0,0,7,7,B,B,Na Va,,8,Recovering,Sistonler Rershanny,Human,Male,41,1064,9,9,6,5,4,9,Merchants,Trader,4,"Advocating 2, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Capital Weapons 1, Computer Training 0, Diplomacy 1, Energy Pistol 1, Jack of all Trades 0, Knife Fighting 1, Naval Tactics 0, Persuading 1, Portable Artillery 0, Shotgun 0, Stealth 1, Streetwise 2, Trading 4, Vacc Suit Training 0","Free Trader, 1 Ship Share",Cr70000,Cr0,Cr0
F0914,Shametcarmon,A,5,5,7,8,A,7,C,,,A,Influenced,Atlton Shidrarlenv,Human,Female,43,1062,5,8,8,B,8,9,Navy,Engineering/Gunnery,4,"Anglic Language 0, Astrogating 0, Capital Ship Helm 1, Jack of all Trades 1, Knife Fighting 1, Mechanical Training 1, Medical Training 0, Shotgun 0, Spacecraft Piloting 0, Survival Training 0, Telecomm 0, Zero-G Training 0","Air/Raft, 1 Ship Share",Cr51000,Cr0,Cr0
L2824,Env,D,4,3,1,4,4,1,8,Ni Po,,5,Fashion,Baronetess Krigivelshuma Bedrarnonl Uthatscellton of Env,Human,Female,38,1067,7,9,6,D,7,c,Navy,Engineering/Gunnery,4,"Administrating 0, Anglic Language 0, Animal Training 0, Companion 1, Energy Pistol 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 0, Ortillery Gunnery 0, Reconnaissance 1, Spacecraft Piloting 0, Telecomm 0, Vacc Suit Training 0, Zero-G Training 0",TAS Membership,Cr71000,Cr0,Cr0
I0826,Nukrelcemon,B,5,4,8,5,6,8,8,Ag Ni,,1,Unusual Customs: Sex,Lt Colonel Ilce H. Lerlmes,Human,Female,45,1060,8,3,B,7,7,7,Army,Support,6,"Advocating 0, Aero Flying 1, Anglic Language 0, Animal Riding 0, Explosives 2, Grav Flying 1, Jack of all Trades 0, Jumping 0, Jumpspace 1, Leadership 1, Mechanical Training 4, Medical Training 2, Military Tactics 1, Portable Artillery 0, Reconnaissance 0, Shotgun 0, Slug Rifle 1, Sword Fighting 0, Tank Driving 0, Vilani Language 0",Armor,Cr25000,Cr0,Cr12000
K2123,Lobatnter,E,3,6,3,5,8,8,3,Ni,,6,Fashion,Enson Altonli,Human,Female,44,1061,4,8,6,7,8,9,Rogue,Thief,5,"Administrating 0, Anglic Language 0, Athletic Co-ord 2, Biology 0, Companion 0, Computer Training 1, Deceiving 1, Fist Fighting 1, Jack of all Trades 0, Ortillery Gunnery 1, Persuading 0, Remote Operating 2, Shotgun 1, Stealth 2, Streetwise 1, Tank Driving 0, Telecomm 0, Trading 1, Vacc Suit Training 0","Armor, 3 Ship Shares",Cr160000,Cr0,Cr0
L3022,Chelza,D,4,1,0,3,4,9,8,Lo Ni,,6,Fashion,3rd Officer Icaler N. Gibrarrk,Human,Female,43,1062,4,2,8,E,A,A,Merchants,Merchant Marine,4,"Acting 0, Anglic Language 0, Athletic Strength 0, Carousing 1, Deceiving 0, Jack of all Trades 0, Mechanical Training 1, Persuading 0, Physics 0, Reconnaissance 0, Slug Rifle 1, Stealth 0, Streetwise 0",Armor,Cr60000,Cr0,Cr0
F1014,Ensole,B,8,8,7,6,8,6,6,Ag Ga Ni Ri,,B,Influenced,Corporal Ceth A. Chratta,Human,Male,40,1065,8,3,4,7,6,8,Navy,Flight,0,"Advocating 1, Anglic Language 0, Animal Riding 0, Carousing 0, Deceiving 1, Jack of all Trades 0, Knife Fighting 1, Reconnaissance 0, Sailboat Helm 0, Shotgun 0, Stealth 2, Streetwise 1, Survival Training 1, Tank Driving 0, Veterinary 0, Vilani Language 0, Zero-G Training 1",,Cr3000,Cr0,Cr0
J1623,Erlillmes,B,5,3,7,8,8,9,8,,,9,Tourist Attraction,Surnesa Atpelchalla,Human,Female,38,1067,7,5,1,5,6,8,Drifter,Scavenger,1,"Acting 0, Anglic Language 0, Astrogating 1, Capital Ship Helm 0, Energy Pistol 0, Jack of all Trades 0, Jumping 1, Mechanical Training 0, Ship Screens 0, Slug Rifle 1, Stealth 1, Telecomm 0, Vacc Suit Training 0, Zero-G Training 1",,Cr4000,Cr0,Cr0
J1321,Annas,C,5,5,7,5,7,6,A,Ag Ni,,5,Obsessed,Dell Iborelo,Human,Male,42,1063,9,A,6,9,2,9,Rogue,Enforcer,4,"Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Athletic Endurance 1, Battle Suit Training 0, Carousing 2, Energy Pistol 1, Energy Rifle 1, Gambling 1, Heavy Launchers 0, Jack of all Trades 0, Naval Tactics 1, Persuading 1, Reconnaissance 0, Shotgun 0, Slug Rifle 2, Stealth 1, Sword Fighting 1","Armor, Armor",Cr210000,Cr0,Cr0
C2105,E4429A8-5,E,4,4,2,9,A,8,5,Hi In Po,,5,Barbaric,Urnski Eza,Human,Female,40,1065,2,1,4,4,8,8,Drifter,Barbarian,1,"Anglic Language 0, Astrogating 0, Belter 0, Computer Training 0, Energy Pistol 1, Energy Rifle 0, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Military Tactics 0, Reconnaissance 0, Slug Pistol 1, Streetwise 1, Survival Training 0, Tank Driving 0, Veterinary 0",Armor,Cr3000,Cr0,Cr0
F1414,Nim,E,8,6,A,3,3,0,7,Lo Ni Wa,,9,Conservative,Alm Atzenrlie,Human,Female,42,1063,6,9,7,9,D,9,Entertainer,Performer,4,"Administrating 1, Anglic Language 0, Companion 0, Computer Training 0, Dancing 1, Deceiving 2, Diplomacy 1, Energy Rifle 0, Jack of all Trades 0, Mechanical Training 0, Persuading 1, Ship Screens 0, Spacecraft Piloting 0, Stealth 1, Telecomm 0, Turret Gunnery 1, Vacc Suit Training 0, Zero-G Training 0",,Cr60000,Cr0,Cr0
C2001,Tanlannk,B,3,2,0,5,3,2,9,De Ni Po,,7,Sexist,Atcake Imeltelmon,Human,Female,44,1061,4,8,7,C,A,5,Scholar,Scientist,6,"Advocating 1, Anglic Language 0, Animal Riding 0, Athletic Endurance 1, Computer Science 1, Computer Training 1, Dancing 1, Diplomacy 1, Investigating 1, Jack of all Trades 0, Jumpspace 1, Medical Training 5, Philosophy 0, Planetology 1, Psionicology 1, Survival Training 0, Telecomm 4","Scientific Equipment, 6 Ship Shares",Cr80000,Cr0,Cr12000
P3132,Mandy,D,3,0,0,1,2,2,9,Lo Ni Va,,6,Fusion,Marchioness Entarlie Krokurratm Angisonboni of Mandy,Human,Female,45,1060,3,8,1,5,A,D,Navy,Line/Crew,2,"Acting 0, Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 1, Carousing 0, Companion 0, Deceiving 0, Genetics 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 1, Mole Trucking 0, Musical Training 1, Persuading 1, Sculpting 0, Sensor Reading 1, Slug Pistol 0, Slug Rifle 1, Streetwise 2, Telecomm 1, Vacc Suit Training 0",6 Ship Shares,Cr20000,Cr0,Cr0
