Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
L3123,Idy,B,5,3,1,4,7,9,B,Px Ni Po,A,7,Unusual Customs: Travel,Arlahl Sark,Human,Female,45,5583,1,1,3,6,7,5,Drifter,Wanderer,1,"Advocating 0, Anglic Language 0, Animal Training 0, Capital Weapons 1, Companion 0, Diplomacy 1, Energy 1, Holography 0, Investigating 1, Jack of all Trades 0, Mechanical Training 1, Ortillery Gunnery 1, Persuading 0, Reconnaissance 0, Survival Training 1, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 2, Zero-G Training 2",Free Trader,Cr0,Cr39000,Cr10000
A0310,Thansenlace,B,8,6,7,3,0,2,B,Fa Ga Lo,A,9,Unusual Customs: Technology,Kronlove Upene,Human,Male,52,5576,5,8,6,5,B,7,Drifter,Wanderer,2,"Anglic Language 0, Animal Farming 0, Athletic Co-ord 0, Battle Suit Training 0, Diplomacy 1, Energy 1, Explosives 1, Heavy Launchers 0, Jack of all Trades 2, Leadership 1, Life Support 0, Medical Training 1, Military Tactics 0, Navigating 1, Planetology 1, Reconnaissance 0, Slug Pistol 0, Slug Rifle 1, Stealth 1, Streetwise 2, Telecomm 0, Vacc Suit Training 1",,Cr123000,Cr0,Cr0
M0132,Statsorlalkrurza,C,7,4,2,8,9,8,6,He Ph Pi Po,,5,Influenced,Elgatchrerrc Tattus,Human,Female,50,5578,1,5,2,5,A,9,Merchants,Merchant Marine,2,"Administrating 0, Advocating 0, Anglic Language 0, Animal Farming 0, Animal Riding 1, Astrogating 1, Athletic Co-ord 0, Battle Suit Training 0, Carousing 0, Companion 0, Computer Training 0, Energy Rifle 0, Heavy Launchers 0, Holography 1, Jack of all Trades 0, Leadership 1, Mechanical Training 0, Naval Tactics 0, Portable Artillery 1, Slug Rifle 1, Stealth 2, Survival Training 0, Telecomm 0, Trading 1, Vacc Suit Training 1","Free Trader, 1 Ship Share",Cr11000,Cr0,Cr0
P2932,Monny,E,8,A,5,3,1,3,8,Fl Lo,A,7,Unusual Customs: Trade,Sergeant Amer G. Anli,Human,Female,36,5592,8,8,5,6,7,8,Rogue,Pirate,3,"Administrating 0, Anglic Language 0, Astrogating 1, Athletic Co-ord 0, Blunt Fighting 1, Capital Weapons 1, Deceiving 0, Fist Fighting 1, Gambling 1, Hydroponics 0, Jack of all Trades 0, Ortillery Gunnery 1, Psionicology 0, Reconnaissance 0, Slug Pistol 0, Slug Rifle 1, Spacecraft Piloting 1, Stealth 0, Streetwise 0, Turret Gunnery 1, Vacc Suit Training 1","Armor, 3 Ship Shares",Cr110000,Cr0,Cr0
K2327,Krohn,B,6,7,6,1,1,3,7,Lo,,B,Progressive,Major Jalti X. Ustonson,Human,Female,45,5583,6,2,6,7,3,6,Drifter,Wanderer,0,"Administrating 1, Anglic Language 0, Athletic Co-ord 0, Capital Weapons 1, Deceiving 0, Diplomacy 2, Energy Pistol 1, Energy Rifle 1, Fist Fighting 1, Jack of all Trades 1, Knife Fighting 0, Leadership 1, Military Tactics 3, Mole Trucking 0, Portable Artillery 0, Reconnaissance 1, Slug Rifle 0, Stealth 0",,Cr10000,Cr0,Cr0
K2021,Erler,C,2,2,1,4,5,5,A,Ni Po,,5,Degenerate,Chimtus Ehn,Human,Male,49,5579,8,6,3,7,A,7,Merchants,Free Trader,2,"Administrating 0, Anglic Language 0, Animal Riding 0, Astrogating 0, Athletic Strength 0, Energy Pistol 1, Gambling 2, Jack of all Trades 0, Mechanical Training 1, Medical Training 0, Persuading 0, Slug Rifle 0, Small Craft Piloting 1, Survival Training 0, Telecomm 0","Armor, Armor",Cr100000,Cr0,Cr0
G1918,Schimparnshi,D,1,0,0,9,C,D,9,Hi In Mi Na Va,,5,Remnant,Lady Lanni A. Jurson,Human,Female,51,5577,6,6,7,9,4,B,Nobility,Diplomat,2,"Administrating 1, Advocating 1, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 2, Belter 0, Deceiving 1, Energy Pistol 1, Energy Rifle 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Military Tactics 1, Naval Tactics 0, Portable Artillery 1, Reconnaissance 2, Slug Pistol 2, Slug Rifle 1, Stealth 0, Streetwise 0, Telecomm 1","Armor, TAS Membership, TAS Membership, Stocks Portfolio: Cr500000, 1 Ship Share",Cr27000,Cr0,Cr10000
K2329,Kele,A,3,2,3,8,4,5,C,Na Ph Pi Po,,5,Progressive,Itus Cuw,Human,Female,50,5578,3,8,8,4,5,6,Scout,Courier,5,"Anglic Language 0, Astrogating 1, Athletic Strength 0, Computer Training 0, Deceiving 0, Energy Rifle 1, Fist Fighting 1, Gambling 1, Jack of all Trades 0, Persuading 1, Reconnaissance 0, Slug Pistol 0, Slug Rifle 2, Spacecraft Piloting 2, Stealth 0, Streetwise 1, Telecomm 2, Vacc Suit Training 1, Veterinary 0","Corsair, Scout Ship",Cr60000,Cr0,Cr0
P3235,Onie,B,5,7,3,2,3,3,B,Lo,,5,Barbaric,Lady Iwatilla L. Jellsarshonbitini,Human,Female,45,5583,8,8,7,7,3,B,Navy,Line/Crew,4,"Anglic Language 0, Capital Weapons 0, Dancing 0, Deceiving 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 1, Ortillery Gunnery 1, Sensor Reading 1, Ship Screens 0, Shotgun 2, Slug Pistol 1, Small Craft Piloting 0, Spacecraft Piloting 2, Vacc Suit Training 2, Zero-G Training 0","Ship's Boat, 2 Ship Shares",Cr10000,Cr0,Cr0
L2929,Timdrelthon,D,3,4,2,2,2,3,5,He Lo Po,,7,Recovering,Major Etbelnston K. Anzenor,Human,Female,50,5578,4,A,3,8,8,7,Army,Cavalry,6,"Acting 0, Administrating 1, Anglic Language 0, Animal Riding 0, Carousing 1, Companion 0, Dancing 0, Deceiving 0, Diplomacy 2, Fist Fighting 1, Holography 0, Jack of all Trades 0, Leadership 2, Mechanical Training 1, Military Tactics 2, Persuading 0, Planetology 0, Reconnaissance 3, Slug Rifle 1, Tank Driving 1",,Cr30000,Cr0,Cr12000
C2308,Chranrly,C,9,D,6,6,3,7,7,Ni,,7,Progressive,Sitis Terlier,Human,Male,45,5583,1,3,2,8,4,7,Marines,Support,0,"Anglic Language 0, Animal Farming 0, Autocar Driving 1, Civil Construction 0, Computer Training 0, Dancing 0, Deceiving 1, Diplomacy 1, Economics 1, Energy Rifle 0, Jack of all Trades 0, Life Support 0, Linguistics 0, Mechanical Training 1, Planetology 0, Slug Rifle 1, Tank Driving 0",1 Ship Share,Cr0,Cr10000,Cr0
D3201,Perla,A,1,0,0,0,0,3,D,Cp Va,A,3,Fusion,Ilthan Elgarda,Human,Female,50,5578,9,5,B,B,8,6,Scholar,Scientist,4,"Administrating 1, Anglic Language 0, Athletic Strength 0, Battle Suit Training 0, Carousing 1, Computer Training 0, Cybernetics 1, Energy Rifle 0, Field Artillery 0, Investigating 1, Jack of all Trades 0, Knife Fighting 0, Life Support 0, Naval Tactics 0, Slug Pistol 1, Stealth 1, Survival Training 1, Vacc Suit Training 0, Vilani Language 0, Zdetl Language 1","Scientific Equipment, 3 Ship Shares",Cr83000,Cr0,Cr0
G2015,Eljeldewuson,E,7,7,6,3,7,5,7,Fa Lo,,6,Tourist Attraction,Viscountess Atenrk Imnerkil Lant of Eljeldewuson,Human,Female,51,5577,6,1,4,7,4,e,Nobility,Diplomat,6,"Administrating 1, Advocating 3, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Diplomacy 4, Energy Pistol 0, Heavy Launchers 0, Jack of all Trades 0, Naval Tactics 0, Persuading 1, Robotics 0, Shotgun 1, Stealth 0, Telecomm 1","Stocks Portfolio: Cr1000000, Pension Portfolio: Cr25000000, TAS Membership, TAS Membership, Yacht, Yacht, Property Portfolio: Cr50000000, 2 Ship Shares",Cr0,Cr0,Cr12000
F1318,Indy,B,5,5,4,2,4,2,B,Fa Lo,,5,Unusual Custom: Offworlders,Force Commander Enguyan M. Insanmetstithon,Human,Female,46,5582,4,2,A,5,4,7,Marines,Ground Assault,5,"Advocating 1, Anglic Language 0, Astrogating 0, Battle Suit Training 3, Energy Pistol 1, Energy Rifle 1, Heavy Launchers 0, Jack of all Trades 0, Jumpspace 0, Leadership 2, Life Support 1, Mechanical Training 1, Military Tactics 1, Shotgun 1, Slug Pistol 0, Slug Rifle 2, Small Craft Piloting 1, Spacecraft Piloting 0, Stealth 1, Survival Training 1, Telecomm 0","TAS Membership, Armor",Cr45000,Cr0,Cr10000
H2711,Mench,C,3,6,9,4,3,4,B,Ni,,7,Unusual Customs: Eating,Captain Thenchrow R. Schosardove,Human,Male,51,5577,6,8,4,B,6,6,Army,Support,3,"Advocating 0, Anglic Language 0, Athletic Strength 0, Bionetics 2, Cybernetics 0, Economics 0, Electronics 0, Energy 1, Energy Rifle 1, Explosives 2, Hydroponics 0, Jack of all Trades 0, Leadership 1, Mechanical Training 3, Psychology 0, Space Construction 0, Streetwise 1, Tank Driving 2, Telecomm 1",,Cr40000,Cr0,Cr0
A0710,Anvalmon,B,8,9,9,9,9,D,A,Hi In Mi,,C,Liberal,Lance Corporal Edrikelry E. Etlsalbratderson,Human,Female,46,5582,3,3,8,6,6,9,Drifter,Scavenger,0,"Anglic Language 0, Battle Suit Training 1, Civil Construction 0, Field Artillery 0, Fist Fighting 0, Heavy Launchers 1, Investigating 1, Jack of all Trades 0, Jumping 1, Mechanical Training 0, Medical Training 1, Military Tactics 2, Reconnaissance 0, Shotgun 1, Slug Pistol 2, Slug Rifle 1, Small Craft Piloting 0, Stealth 1, Streetwise 0, Survival Training 1, Tank Driving 0",TAS Membership,Cr0,Cr0,Cr0
O1831,Tiw,D,3,7,8,7,7,A,4,Ag Pi,,6,Violent,Arpenthon Enor,Human,Female,49,5579,4,1,3,C,5,7,Drifter,Wanderer,4,"Advocating 0, Anglic Language 0, Animal Training 0, Astrogating 0, Athletic Endurance 1, Electronics 1, Jack of all Trades 0, Mechanical Training 0, Sensor Reading 2, Ship Screens 0, Shotgun 0, Small Craft Piloting 0, Stealth 1, Streetwise 1, Survival Training 1, Telecomm 1",2 Ship Shares,Cr0,Cr41000,Cr0
E0612,Nonvonlove,C,6,1,0,8,9,D,8,Na Ph Pi,,5,Influenced,Ant Arnk,Human,Female,50,5578,3,8,A,D,4,7,Drifter,Barbarian,2,"Anglic Language 0, Astrogating 1, Autocar Driving 0, Belter 1, Carousing 1, Companion 0, Computer Training 0, Fist Fighting 2, Jack of all Trades 0, Knife Fighting 2, Mechanical Training 1, Medical Training 0, Persuading 0, Reconnaissance 1, Small Craft Piloting 0, Spacecraft Piloting 1, Stealth 0, Survival Training 1, Telecomm 0, Trading 0, Vacc Suit Training 1",2 Ship Shares,Cr6000,Cr0,Cr0
M0831,Ang,D,3,1,0,9,D,9,8,Hi In Mi Na,,9,Influenced,Dranmandy Erth,Human,Female,51,5577,5,2,1,4,5,5,Drifter,Wanderer,1,"Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Athletic Strength 0, Deceiving 0, Energy Pistol 0, Jack of all Trades 1, Jumping 0, Polymers 0, Reconnaissance 1, Sensor Reading 1, Slug Rifle 1, Stealth 2, Streetwise 2, Survival Training 0, Tank Driving 0, Vacc Suit Training 0",Alien Artifact,Cr0,Cr36000,Cr0
E0213,Arrushatrennson,C,8,5,1,4,3,3,4,Ni Po,,3,Liberal,Alnston Albarltonterlie,Human,Female,47,5581,4,1,1,7,6,6,Merchants,Merchant Marine,5,"Administrating 1, Advocating 1, Anglic Language 0, Athletic Strength 0, Autocar Driving 0, Blunt Fighting 0, Companion 1, Diplomacy 1, Field Artillery 0, Jack of all Trades 0, Jumpspace 1, Leadership 1, Mechanical Training 3, Mole Trucking 0, Reconnaissance 1, Slug Rifle 1, Streetwise 1, Tank Driving 0, Telecomm 1, Trading 1, Veterinary 0",Free Trader,Cr0,Cr3000,Cr10000
C2108,Eponer,C,5,8,A,3,2,3,9,Lo Wa,,5,Tourist Attraction,Chralpanlton Enshimsendy,Human,Male,43,5585,8,1,5,7,7,6,Drifter,Wanderer,0,"Anglic Language 0, Astrogating 0, Belter 0, Carousing 2, Computer Training 1, Deceiving 1, Diplomacy 1, Jack of all Trades 0, Linguistics 0, Mechanical Training 1, Physics 0, Reconnaissance 0, Sculpting 1, Sensor Reading 1, Shotgun 0, Spacecraft Piloting 0, Survival Training 0, Telecomm 0, Vacc Suit Training 1",3 Ship Shares,Cr0,Cr30000,Cr0
J1627,Ononbronm,C,9,9,A,3,2,2,8,Lo Wa,,8,Unusual Custom: Media,Jalti Ellmes,Human,Female,52,5576,2,1,1,7,4,7,Entertainer,Artist,3,"Advocating 0, Anglic Language 0, Astrogating 0, Carousing 1, Companion 0, Computer Training 0, Deceiving 0, Energy Pistol 1, Fist Fighting 1, Holography 1, Investigating 1, Jack of all Trades 0, Mechanical Training 2, Musical Training 2, Small Craft Piloting 0, Streetwise 1, Vacc Suit Training 2, Zero-G Training 0",2 Ship Shares,Cr0,Cr67000,Cr0
B1207,Ako,C,4,6,6,4,5,5,8,Fa Ni Pa,,9,Progressive,4th Officer Rerganjanberli B. Unk,Human,Female,52,5576,3,5,1,6,8,9,Merchants,Merchant Marine,5,"Administrating 1, Anglic Language 0, Companion 1, Deceiving 1, Gambling 1, Genetics 0, Jack of all Trades 0, Jumpspace 0, Knife Fighting 2, Leadership 1, Mechanical Training 1, Mole Trucking 1, Ship Screens 0, Slug Pistol 0, Small Craft Piloting 1, Streetwise 1, Tank Driving 0, Trading 4, Vacc Suit Training 0, Zero-G Training 1","Ship's Boat, 2 Ship Shares",Cr125000,Cr0,Cr10000
C2305,Awarlo,D,2,3,1,8,8,8,5,Na Ph Po,,1,Obsessed,Stersonti Ilwalmon,Human,Female,17,5611,8,6,5,B,7,7,Citizen,,0,"Acting 0, Anglic Language 0, Animal Riding 0, Jack of all Trades 0, Telecomm 0",,Cr0,Cr0,Cr0
E0314,Enmelsimrt,E,2,0,0,7,2,2,8,Na Pi Va,,4,Taboo,Lance Corporal Anrt L. Onchanlton,Human,Female,50,5578,7,3,8,9,6,8,Drifter,Wanderer,4,"Anglic Language 0, Athletic Co-ord 1, Athletic Strength 0, Battle Suit Training 0, Deceiving 1, Energy Pistol 1, Energy Rifle 1, Fist Fighting 1, Heavy Launchers 0, Jack of all Trades 1, Knife Fighting 0, Leadership 1, Medical Training 0, Naval Tactics 0, Portable Artillery 2, Shotgun 2, Slug Pistol 0, Stealth 2, Streetwise 2, Survival Training 1, Vacc Suit Training 0",TAS Membership,Cr56000,Cr0,Cr0
K2128,Atnson,D,5,2,4,2,5,5,8,Lo,,1,Recovering,Shonhechrubal Woton,Human,Male,52,5576,4,4,6,5,D,6,Citizen,Corporate,2,"Administrating 1, Advocating 1, Anglic Language 0, Bionetics 0, Carousing 3, Computer Training 0, Diplomacy 0, Gambling 1, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Mole Trucking 1, Philosophy 0, Reconnaissance 0, Shotgun 0, Streetwise 2, Telecomm 0, Trading 1, Vilani Language 0",3 Ship Shares,Cr42000,Cr0,Cr0
I0828,Dralstarrt,D,1,1,0,1,2,1,8,Lo,,8,Sexist,Hanstanson Arrc,Human,Male,47,5581,4,9,7,D,9,8,Rogue,Enforcer,7,"Anglic Language 0, Athletic Co-ord 2, Athletic Strength 1, Deceiving 0, Energy Pistol 1, Energy Rifle 1, Fist Fighting 1, Genetics 0, Jack of all Trades 0, Jumpspace 0, Military Tactics 1, Musical Training 0, Persuading 1, Reconnaissance 0, Shotgun 1, Slug Pistol 2, Slug Rifle 1, Stealth 2, Streetwise 1, Sword Fighting 1, Tank Driving 1, Vilani Language 0","Corsair, Corsair, 2 Ship Shares",Cr160000,Cr0,Cr0
L3223,Alshiwanti,D,2,7,7,8,6,6,4,Pa Ph Pi,,9,Ritualized,Elmeny Seljink,Human,Female,50,5578,5,2,6,E,7,6,Navy,Line/Crew,2,"Anglic Language 0, Computer Science 0, Computer Training 0, Diplomacy 0, Energy Pistol 0, Investigating 0, Jack of all Trades 0, Mechanical Training 2, Medical Training 0, Ortillery Gunnery 1, Sensor Reading 3, Spacecraft Piloting 1, Stealth 1, Survival Training 1, Sword Fighting 1, Telecomm 1, Vacc Suit Training 1, Vilani Language 0, Xenology 1, Zero-G Training 0",1 Ship Share,Cr30000,Cr0,Cr0
L2530,Malkratlatrie,A,6,5,5,4,2,0,9,Fa Ga Ni Pa,,7,Nexus,Lieutenant Sartsalchrilnk X. Briti,Human,Male,46,5582,7,4,B,A,9,A,Drifter,Wanderer,0,"Anglic Language 0, Animal Farming 0, Belter 0, Deceiving 0, Energy 1, Energy Pistol 0, Gambling 1, Jack of all Trades 0, Jumpspace 1, Knife Fighting 1, Leadership 1, Mechanical Training 1, Medical Training 0, Naval Tactics 4, Navigating 1, Ortillery Gunnery 1, Ship Screens 0, Slug Pistol 1, Spacecraft Piloting 1, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 0","Ship's Boat, Ship's Boat, 2 Ship Shares",Cr120000,Cr0,Cr10000
G2120,Gebenlier,B,9,A,4,5,6,7,8,Px Fl Ni,A,9,Xenophobic,Sir Himng V. Ipuny,Human,Male,52,5576,3,3,5,H,A,B,Navy,Line/Crew,4,"Anglic Language 0, Computer Training 3, Diplomacy 0, Hydroponics 0, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Life Support 1, Medical Training 1, Psychology 0, Slug Rifle 0, Telecomm 1, Writing 0",2 Ship Shares,Cr105000,Cr0,Cr0
A0203,Murk,C,5,5,1,7,5,7,7,Po,,9,Obsessed,Engeshork Ennstancherng,Human,Female,54,5574,5,8,5,6,A,9,Scout,Courier,1,"Anglic Language 0, Animal Training 0, Astrogating 2, Companion 0, Energy 1, Energy Rifle 0, Hydroponics 0, Jack of all Trades 0, Mechanical Training 3, Navigating 1, Shotgun 0, Slug Rifle 1, Small Craft Piloting 1, Tank Driving 0, Telecomm 0, Vacc Suit Training 6, Zero-G Training 0",1 Ship Share,Cr57000,Cr0,Cr0
N1535,Od,C,5,6,6,3,5,5,5,Fa Lo,,7,At War,Captain Lalta H. Imly,Human,Female,51,5577,2,6,3,9,7,6,Drifter,Scavenger,3,"Anglic Language 0, Astrogating 1, Athletic Co-ord 0, Athletic Endurance 1, Deceiving 1, Energy Rifle 1, Fist Fighting 0, Gambling 2, Heavy Launchers 0, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 0, Medical Training 0, Military Tactics 0, Mole Trucking 0, Planetology 0, Reconnaissance 1, Slug Pistol 1, Survival Training 1, Telecomm 2, Vacc Suit Training 2, Vilani Language 0",Armor,Cr27000,Cr0,Cr0
I0825,Emer,D,1,4,0,3,6,6,6,De Lo Po,,7,Unusual Customs: Lifecycle,Ibelry Almediman,Human,Female,31,5597,6,A,5,3,7,5,Citizen,Corporate,2,"Administrating 1, Advocating 0, Anglic Language 0, Animal Training 0, Autocar Driving 1, Computer Training 0, Cybernetics 0, Diplomacy 1, Jack of all Trades 1, Leadership 1, Streetwise 1, Survival Training 0, Trading 1",,Cr70000,Cr0,Cr0
C2307,Sheck,C,5,7,8,2,3,5,7,Fa Lo,,7,Progressive,Lady Ershanthon C. Imtetdraldritis,Human,Female,52,5576,7,4,6,8,7,B,Army,Support,2,"Administrating 0, Advocating 0, Anglic Language 0, Carousing 1, Deceiving 1, Diplomacy 0, Field Artillery 1, Fist Fighting 1, Gambling 2, Investigating 1, Jack of all Trades 2, Leadership 1, Persuading 0, Philosophy 0, Reconnaissance 0, Slug Rifle 2, Stealth 1, Telecomm 0, Writing 1","Yacht, 2 Ship Shares",Cr20000,Cr0,Cr12000
N1140,Antand,B,2,1,1,7,9,9,B,Ic Na Pi,,5,Influenced,Otiv Menl,Human,Male,50,5578,2,2,4,9,C,8,Merchants,Trader,7,"Administrating 3, Advocating 0, Anglic Language 0, Animal Training 0, Astrogating 6, Carousing 0, Computer Training 3, Diplomacy 1, Gravitics 0, Jack of all Trades 0, Knife Fighting 0, Sailboat Helm 0, Spacecraft Piloting 1, Stealth 0, Streetwise 1, Submarine Helm 1, Survival Training 0, Telecomm 0, Trading 2, Vacc Suit Training 0","Free Trader, Free Trader, 2 Ship Shares",Cr90000,Cr0,Cr14000
A0101,Anyan,E,9,5,1,7,4,5,6,Po,,2,Barbaric,Lance Corporal Stuw U. Ancun,Human,Male,48,5580,1,1,3,3,9,5,Drifter,Scavenger,0,"Aero Flying 1, Anglic Language 0, Astrogating 0, Diplomacy 1, Energy Rifle 0, Explosives 1, Jack of all Trades 0, Mechanical Training 0, Medical Training 2, Persuading 1, Reconnaissance 1, Slug Rifle 1, Small Craft Piloting 4, Survival Training 0, Telecomm 0, Vacc Suit Training 1, Veterinary 0, Vilani Language 0, Zero-G Training 0",,Cr60000,Cr0,Cr0
L2822,Anstanl,B,4,8,9,5,9,4,8,Ni Pr,,B,Unusual Custom: Conspiracy,Lady Alson U. Drilcalrk,Human,Female,52,5576,4,4,6,6,9,B,Navy,Line/Crew,6,"Administrating 1, Advocating 0, Anglic Language 0, Biology 0, Bionetics 0, Capital Ship Helm 0, Deceiving 0, Energy 1, Jack of all Trades 1, Jumping 0, Knife Fighting 2, Leadership 1, Mechanical Training 1, Mole Trucking 0, Naval Tactics 2, Navigating 2, Reconnaissance 1, Sensor Reading 1, Spacecraft Piloting 1, Stealth 0, Streetwise 0, Survival Training 0, Telecomm 1, Zero-G Training 1","TAS Membership, 2 Ship Shares",Cr67000,Cr0,Cr12000
E0412,E5A6227-8,E,5,A,6,2,2,7,8,Fl Lo,A,B,Unusual Customs: Technology,Delnk Chroni,Human,Male,42,5586,6,7,5,7,8,A,Drifter,Scavenger,3,"Anglic Language 0, Athletic Strength 0, Autocar Driving 0, Carousing 1, Chemisty 0, Companion 0, Computer Training 0, Dancing 1, Energy Rifle 1, Field Artillery 0, Hydroponics 0, Jack of all Trades 1, Mechanical Training 1, Musical Training 1, Persuading 1, Reconnaissance 0, Slug Rifle 1, Small Craft Piloting 2, Sword Fighting 0",2 Ship Shares,Cr4000,Cr0,Cr0
P2635,Atltenor,B,2,0,0,9,5,8,E,Hi In Mi Na Va,,3,Unusual Customs: Lifecycle,Atla Herth,Human,Female,49,5579,1,5,1,5,7,9,Drifter,Wanderer,1,"Anglic Language 0, Animal Farming 0, Astrogating 0, Athletic Strength 0, Autocar Driving 1, Deceiving 0, Energy Rifle 0, Jack of all Trades 2, Knife Fighting 0, Mechanical Training 0, Slug Rifle 0, Small Craft Piloting 0, Space Construction 0, Streetwise 0, Survival Training 0, Telecomm 0, Vacc Suit Training 0, Veterinary 0",,Cr0,Cr10000,Cr0
P3137,Staboke,C,3,0,0,3,6,2,9,Lo Va,,7,Fusion,Agent Enpatdiry K. Abimsha,Human,Female,47,5581,7,4,6,6,3,9,Drifter,Scavenger,0,"Administrating 1, Anglic Language 0, Athletic Co-ord 0, Computer Training 1, Deceiving 2, Energy Rifle 2, Investigating 1, Jack of all Trades 0, Jumping 1, Leadership 1, Portable Artillery 1, Reconnaissance 0, Slug Rifle 0, Small Craft Piloting 1, Stealth 1, Streetwise 0, Sword Fighting 0, Tank Driving 1, Vacc Suit Training 0, Xenology 0",Scientific Equipment,Cr15000,Cr0,Cr0
C1908,Eldronner,C,3,0,0,3,3,3,B,Lo Va,,7,Progressive,Retni Latd,Human,Female,51,5577,5,6,8,7,8,3,Scout,Courier,6,"Anglic Language 0, Astrogating 1, Autocar Driving 0, Companion 0, Diplomacy 1, Jack of all Trades 0, Mechanical Training 1, Mole Trucking 0, Persuading 1, Planetology 0, Sensor Reading 1, Shotgun 1, Slug Pistol 1, Slug Rifle 0, Small Craft Piloting 0, Survival Training 1, Telecomm 0, Trading 0, Vacc Suit Training 3, Zero-G Training 1","Scout Ship, Scout Ship, 2 Ship Shares",Cr150000,Cr0,Cr0
E0816,Balsekapiranry,C,4,8,4,5,2,1,8,Ag Fa Ni Pr,,8,Unusual Customs: Travel,Sir Merc S. Nanlove,Human,Male,47,5581,6,8,5,9,5,B,Entertainer,Performer,5,"Acting 3, Administrating 0, Advocating 0, Anglic Language 0, Animal Riding 0, Carousing 2, Deceiving 1, Diplomacy 0, Holography 1, Investigating 1, Jack of all Trades 0, Persuading 0, Sculpting 1, Stealth 1, Streetwise 1, Telecomm 0, Writing 1",2 Ship Shares,Cr60000,Cr0,Cr10000
G1920,Atni,B,5,3,0,4,5,3,A,De Ni Po,,5,Recovering,Alry Liwemalbronor,Human,Female,48,5580,4,1,6,C,A,8,Scout,Exploration,1,"Anglic Language 0, Animal Riding 0, Autocar Driving 0, Companion 0, Diplomacy 0, Energy Pistol 1, Investigating 1, Jack of all Trades 0, Mechanical Training 1, Medical Training 1, Navigating 1, Persuading 1, Political Science 1, Psionicology 0, Sculpting 0, Shotgun 1, Small Craft Piloting 0, Survival Training 0, Telecomm 0, Trading 0, Vacc Suit Training 1",,Cr101000,Cr0,Cr0
B1208,Imshibennor,D,7,8,7,3,4,6,6,Fa Ga Lo,,5,Unusual Custom: Media,Latmimnston Onpatda,Human,Male,19,5609,7,7,1,8,9,6,Scout,Courier,0,"Anglic Language 0, Animal Riding 0, Astrogating 0, Jack of all Trades 0, Mechanical Training 0, Mole Trucking 0, Robotics 0, Slug Rifle 0, Small Craft Piloting 0, Survival Training 0, Telecomm 0",,Cr0,Cr0,Cr0
F1615,Almer,B,7,9,5,1,0,0,C,Lo,,C,At War,2nd Officer Sondy U. Anreweni,Human,Female,52,5576,6,3,1,C,9,7,Merchants,Merchant Marine,6,"Anglic Language 0, Animal Training 0, Carousing 1, Computer Training 0, Cruise Ship Helm 0, Diplomacy 1, Electronics 1, Investigating 1, Jack of all Trades 0, Jumpspace 1, Knife Fighting 0, Mechanical Training 3, Persuading 0, Sailboat Helm 1, Small Craft Piloting 1, Spacecraft Piloting 1, Stealth 0, Survival Training 1, Telecomm 0, Vacc Suit Training 3, Vilani Language 0, Zero-G Training 1","Free Trader, Free Trader, Free Trader, 1 Ship Share",Cr0,Cr85000,Cr12000
M0335,Mechrinter,A,4,5,5,6,4,3,C,Ag Fa Ni,,6,Unusual Customs: Sex,Onpeton Pobiljattil,Human,Male,47,5581,5,2,4,B,9,6,Scholar,Physician,6,"Administrating 1, Anglic Language 0, Athletic Endurance 0, Blunt Fighting 0, Computer Training 2, Economics 2, Energy Rifle 1, Genetics 0, Investigating 1, Jack of all Trades 0, Leadership 1, Medical Training 4, Mole Trucking 1, Persuading 2, Physics 2, Political Science 0, Portable Artillery 0, Reconnaissance 0, Sensor Reading 1, Slug Rifle 0, Tank Driving 0, Telecomm 1, Veterinary 0","Lab Ship, Lab Ship, 2 Ship Shares",Cr130000,Cr0,Cr12000
O1932,Rason,A,6,1,0,1,0,0,D,Lo,,2,Unusual Custom: Conspiracy,3rd Officer Shenck D. Shihl,Human,Male,50,5578,5,6,3,B,A,6,Merchants,Merchant Marine,4,"Administrating 3, Advocating 1, Anglic Language 0, Archeology 0, Athletic Endurance 0, Battle Suit Training 0, Capital Ship Helm 1, Computer Training 0, Economics 1, Gravitics 1, Heavy Launchers 0, Holography 0, Jack of all Trades 0, Jumpspace 1, Knife Fighting 1, Leadership 2, Mechanical Training 1, Medical Training 3, Military Tactics 1, Naval Tactics 0, Persuading 0, Psychology 1, Slug Pistol 0, Stealth 0, Survival Training 1, Tank Driving 0, Trading 1",Armor,Cr42000,Cr0,Cr0
