Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
J1430,Udadrenv,D,7,7,A,7,B,B,4,Pi Wa,,7,Remnant,Petty Officer 3rd Class Ela J. Ilrt,Human,Female,51,5577,6,4,6,9,6,5,Scout,Survey,0,"Administrating 0, Anglic Language 0, Autocar Driving 0, Computer Training 0, Diplomacy 1, Fist Fighting 1, Investigating 0, Jack of all Trades 0, Jumping 0, Mechanical Training 3, Reconnaissance 0, Shotgun 0, Slug Pistol 1, Small Craft Piloting 0, Spacecraft Piloting 1, Streetwise 0, Telecomm 2, Trading 1, Turret Gunnery 1, Vacc Suit Training 1, Vilani Language 0",Ship's Boat,Cr150000,Cr0,Cr0
M0731,Onbanry,B,9,7,5,9,9,7,9,Hi In Mi,,7,Ritualized,Baronetess Chratcatse Acemerat Imnanhed of Onbanry,Human,Female,55,5573,6,7,6,8,B,c,Drifter,Scavenger,2,"Administrating 4, Anglic Language 0, Astrogating 1, Capital Ship Helm 0, Computer Training 4, Electronics 1, Energy 1, Energy Rifle 0, Hydroponics 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 0, Naval Tactics 1, Remote Operating 2, Sculpting 0, Small Craft Piloting 0, Streetwise 0, Telecomm 1, Turret Gunnery 0, Vacc Suit Training 1, Zero-G Training 1",5 Ship Shares,Cr65000,Cr0,Cr14000
N1234,Elurnk,B,5,8,7,1,3,2,A,Lo,,7,Unusual Customs: Social Standings,Sergeant Brarce W. Shilni,Human,Male,50,5578,5,1,7,7,8,5,Rogue,Enforcer,3,"Advocating 1, Anglic Language 0, Athletic Endurance 1, Capital Weapons 1, Carousing 1, Companion 0, Computer Training 1, Dancing 0, Deceiving 1, Investigating 1, Jack of all Trades 0, Life Support 0, Medical Training 2, Military Tactics 1, Persuading 1, Reconnaissance 0, Shotgun 1, Slug Rifle 1, Streetwise 2, Telecomm 1, Vilani Language 0, Writing 0","TAS Membership, 1 Ship Share",Cr112000,Cr0,Cr0
H2614,Arthancatnsenas,B,5,2,0,1,0,0,B,De He Lo Po,A,7,At War,Baronetess Arpeyan Enkonm Oshert of Arthancatnsenas,Human,Female,57,5571,5,9,4,A,5,c,Nobility,Dilettante,4,"Acting 1, Anglic Language 0, Animal Riding 0, Athletic Co-ord 1, Autocar Driving 0, Carousing 4, Companion 1, Computer Training 0, Deceiving 0, Diplomacy 1, Grav Flying 1, Investigating 0, Jack of all Trades 0, Musical Training 1, Reconnaissance 0, Slug Pistol 0, Stealth 2, Streetwise 1, Survival Training 0, Telecomm 1","TAS Membership, Business Portfolio: Cr5000000, 6 Ship Shares",Cr20000,Cr0,Cr10000
J1427,Lalthurbalck,E,1,3,0,0,4,4,5,De Po,,5,None,Lt Colonel Belie F. Chregannstavedahn,Human,Female,55,5573,7,7,C,4,6,7,Marines,Star Marines,7,"Anglic Language 0, Animal Farming 0, Animal Training 0, Battle Suit Training 3, Capital Weapons 1, Carousing 0, Deceiving 1, Energy Rifle 0, Field Artillery 1, Jack of all Trades 0, Knife Fighting 3, Leadership 3, Military Tactics 1, Motorboat Helm 0, Naval Tactics 1, Ortillery Gunnery 1, Reconnaissance 1, Shotgun 2, Stealth 1, Survival Training 1",,Cr41000,Cr0,Cr14000
O2431,Annshi,B,5,7,9,4,2,1,B,Ni,,4,Remnant,3rd Officer Selsarmesenyan X. Elthathan,Human,Male,52,5576,6,1,9,8,A,9,Merchants,Merchant Marine,6,"Administrating 1, Advocating 1, Anglic Language 0, Companion 0, Computer Science 0, Gravitics 1, Investigating 1, Jack of all Trades 0, Life Support 1, Mechanical Training 2, Mole Trucking 0, Persuading 0, Spacecraft Piloting 4, Tank Driving 0, Telecomm 0, Trading 2, Turret Gunnery 1, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 2","Free Trader, Free Trader, 2 Ship Shares",Cr55000,Cr0,Cr12000
I0625,Atalkrenm,B,4,6,7,3,7,6,A,Fa Lo,,8,Ritualized,Econsen Chennston,Human,Female,15,5613,A,A,3,8,7,8,Citizen,,0,"Anglic Language 0, Archeology 0, Bionetics 0, Jack of all Trades 0, Medical Training 0",,Cr0,Cr0,Cr0
L2727,Angonchrasupenl,A,F,F,6,0,0,0,0,Ba Cp,,5,None,Corporal Path W. Caller,Human,Male,54,5574,9,2,3,D,8,6,Drifter,Barbarian,4,"Administrating 0, Anglic Language 0, Athletic Strength 0, Autocar Driving 0, Cybernetics 0, Energy Rifle 2, Explosives 1, Heavy Launchers 0, Jack of all Trades 0, Knife Fighting 1, Mole Trucking 1, Motorboat Helm 0, Reconnaissance 2, Slug Rifle 0, Stealth 2, Streetwise 4, Submarine Helm 1, Survival Training 1, Sword Fighting 0, Tank Driving 0, Telecomm 0",,Cr14000,Cr0,Cr0
G2116,Gink,D,3,0,0,1,1,3,8,Lo Va,,8,Unusual Custom: Offworlders,Detective Eln P. Anshilm,Human,Female,55,5573,5,5,4,4,8,7,Drifter,Scavenger,3,"Administrating 0, Anglic Language 0, Athletic Strength 1, Blunt Fighting 1, Computer Training 0, Energy Pistol 2, Fist Fighting 1, Investigating 1, Jack of all Trades 1, Jumping 1, Knife Fighting 1, Mole Trucking 0, Naval Tactics 0, Reconnaissance 0, Slug Pistol 1, Small Craft Piloting 0, Spacecraft Piloting 1, Streetwise 1, Sword Fighting 1, Vacc Suit Training 1, Vilani Language 0",Scientific Equipment,Cr25000,Cr0,Cr12000
P2734,Starler,C,7,6,7,0,3,3,7,Ga,,8,None,Lance Corporal Sowurrk N. Johelry,Human,Male,55,5573,2,4,4,B,C,9,Army,Support,2,"Administrating 2, Advocating 2, Anglic Language 0, Archeology 1, Astrogating 3, Autocar Driving 0, Carousing 1, Companion 0, Computer Science 0, Computer Training 4, Cybernetics 0, Explosives 2, History 1, Jack of all Trades 0, Mechanical Training 1, Persuading 0, Polymers 1, Reconnaissance 1, Sensor Reading 1, Slug Rifle 1, Small Craft Piloting 1, Telecomm 1, Trading 2, Vacc Suit Training 0, Veterinary 0","Free Trader, Free Trader, Free Trader, Free Trader, Free Trader, 1 Ship Share",Cr110000,Cr0,Cr14000
I0829,Inselhn,A,8,B,6,2,0,2,E,Fl Lo,,C,Peaceful,Sergeant Wilmes T. Antechrilce,Human,Male,57,5571,4,1,4,B,6,A,Agent,Law Enforcement,3,"Administrating 0, Advocating 1, Anglic Language 0, Carousing 1, Companion 0, Energy 1, Energy Rifle 1, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Mole Trucking 0, Persuading 1, Slug Rifle 0, Small Craft Piloting 1, Streetwise 3, Sword Fighting 1, Telecomm 0, Trading 1, Vacc Suit Training 1, Zero-G Training 1","Free Trader, Free Trader, Free Trader",Cr15000,Cr0,Cr12000
E0315,B432101-C,B,4,3,2,1,0,1,C,Lo Po,,1,Barbaric,Lady Ipesobelynn F. Enmepimler,Human,Female,38,5590,5,5,3,8,B,B,Army,Support,4,"Anglic Language 0, Animal Training 0, Athletic Endurance 0, Autocar Driving 0, Computer Training 0, Electronics 0, Energy Pistol 1, Heavy Launchers 1, Jack of all Trades 0, Knife Fighting 0, Leadership 1, Reconnaissance 4, Shotgun 1, Slug Rifle 1, Vilani Language 0",,Cr15000,Cr0,Cr0
L2623,Jerm,B,7,8,9,6,2,7,9,Ni Ri,,8,Unusual Custom: Conspiracy,Force Commander Atronilcelrlie T. Chroman,Human,Female,54,5574,3,4,5,9,6,7,Citizen,Worker,2,"Anglic Language 0, Astrogating 1, Athletic Co-ord 1, Athletic Endurance 1, Autocar Driving 1, Battle Suit Training 1, Biology 0, Companion 1, Energy Pistol 2, Energy Rifle 0, Heavy Launchers 1, Jack of all Trades 0, Leadership 2, Mechanical Training 0, Military Tactics 2, Naval Tactics 1, Psionicology 0, Shotgun 1, Slug Rifle 1, Small Craft Piloting 0, Stealth 2, Survival Training 0, Telecomm 0, Vacc Suit Training 1","Scout Ship, Armor, Armor, 2 Ship Shares",Cr80000,Cr0,Cr0
E0820,Onlo,B,4,2,7,4,5,2,A,Ni,,0,Progressive,Corporal Ustannski H. Charthan,Human,Female,56,5572,4,4,2,6,A,6,Citizen,Corporate,1,"Administrating 1, Advocating 0, Anglic Language 0, Athletic Endurance 0, Carousing 1, Computer Training 0, Economics 0, Electronics 1, Energy 1, Energy Rifle 0, Explosives 1, Fist Fighting 1, Heavy Launchers 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 1, Persuading 1, Physics 0, Portable Artillery 0, Reconnaissance 1, Slug Rifle 1, Streetwise 2, Tank Driving 0, Telecomm 1, Trading 0, Xenology 0",1 Ship Share,Cr30000,Cr0,Cr0
K2027,Anbichranlus,C,1,3,0,3,0,0,B,De Lo Po,,5,Taboo,Shonor Alpurl,Human,Male,53,5575,6,5,5,8,8,8,Drifter,Barbarian,1,"Acting 1, Anglic Language 0, Animal Riding 0, Astrogating 2, Biology 1, Carousing 2, Companion 1, Computer Science 0, Deceiving 0, Fist Fighting 1, Holography 0, Investigating 1, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 1, Musical Training 1, Persuading 2, Spacecraft Piloting 1, Stealth 1, Streetwise 1, Survival Training 0, Telecomm 1, Vacc Suit Training 1",,Cr137000,Cr0,Cr0
H2516,Daner,C,6,9,A,5,2,0,8,Ni Wa,,7,Peaceful,Sublieutenant Parsa J. Iwiminor,Human,Female,59,5569,1,1,1,C,9,8,Drifter,Barbarian,2,"Anglic Language 0, Astrogating 0, Capital Ship Helm 0, Carousing 1, Computer Training 1, Fist Fighting 4, Gambling 1, Gravitics 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 0, Medical Training 0, Motorboat Helm 0, Navigating 1, Physics 0, Remote Operating 1, Robotics 0, Ship Screens 0, Shotgun 0, Slug Rifle 0, Stealth 1, Survival Training 1, Vacc Suit Training 0, Vilani Language 0, Zero-G Training 0",1 Ship Share,Cr0,Cr216000,Cr0
F1011,C222310-B,C,2,2,2,3,1,0,B,Lo Po,,7,Tourist Attraction,Hemonnsamiko Ats,Human,Male,56,5572,5,1,1,9,6,7,Drifter,Barbarian,2,"Anglic Language 0, Animal Farming 0, Astrogating 1, Athletic Co-ord 1, Athletic Strength 0, Autocar Driving 0, Battle Suit Training 1, Cruise Ship Helm 0, Deceiving 0, Diplomacy 1, Energy Pistol 0, Energy Rifle 1, Fist Fighting 1, Gambling 1, Heavy Launchers 0, Jack of all Trades 0, Leadership 1, Medical Training 0, Military Tactics 0, Navigating 1, Reconnaissance 1, Slug Pistol 0, Slug Rifle 1, Stealth 4, Survival Training 1, Vacc Suit Training 0, Zero-G Training 1","TAS Membership, 1 Ship Share",Cr0,Cr49000,Cr0
M0439,Layan,C,8,A,1,4,2,1,8,Fl He Ni,A,A,Nexus,Lieutenant Hud Q. Ivetninor,Human,Male,54,5574,1,2,2,7,6,7,Agent,Law Enforcement,5,"Anglic Language 0, Animal Training 0, Athletic Strength 1, Carousing 0, Computer Training 0, Cruise Ship Helm 0, Energy Pistol 1, Jack of all Trades 0, Knife Fighting 0, Motorboat Helm 1, Polymers 0, Psionicology 0, Reconnaissance 0, Shotgun 1, Stealth 2, Streetwise 1, Survival Training 1, Tank Driving 2, Vacc Suit Training 0",1 Ship Share,Cr61500,Cr0,Cr10000
C2401,Ojochrelt,C,6,4,7,5,6,4,8,Ag Fa Ni,,7,Degenerate,Lance Corporal Erathenti U. Entis,Human,Female,53,5575,1,1,1,7,8,4,Drifter,Barbarian,0,"Administrating 0, Anglic Language 0, Animal Farming 0, Animal Riding 1, Astrogating 0, Athletic Strength 1, Biology 1, Deceiving 0, Electronics 0, Energy Rifle 1, Heavy Launchers 0, Jack of all Trades 0, Jumping 1, Mechanical Training 0, Mole Trucking 1, Reconnaissance 2, Shotgun 1, Small Craft Piloting 0, Stealth 2, Streetwise 3, Survival Training 2, Vacc Suit Training 0, Zero-G Training 0",,Cr0,Cr69000,Cr0
G2116,Urscimli,A,3,1,1,4,8,8,F,Ic Ni,,3,Peaceful,Stenas Urlinsink,Human,Male,54,5574,1,1,8,6,B,6,Drifter,Wanderer,3,"Administrating 2, Advocating 1, Anglic Language 1, Astrogating 1, Autocar Driving 0, Computer Training 0, Diplomacy 1, Jack of all Trades 3, Leadership 0, Medical Training 1, Space Construction 0, Spacecraft Piloting 1, Streetwise 1, Survival Training 1, Trading 1, Vacc Suit Training 0",4 Ship Shares,Cr48000,Cr0,Cr0
F0914,Hetli,C,7,6,3,3,1,3,5,Lo,,8,Tourist Attraction,Sublieutenant Tise N. Ukarrennk,Human,Female,54,5574,3,1,7,7,A,9,Drifter,Barbarian,4,"Acting 0, Administrating 1, Anglic Language 0, Capital Ship Helm 0, Carousing 0, Computer Training 1, Electronics 1, Energy 3, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 1, Ortillery Gunnery 0, Reconnaissance 1, Remote Operating 2, Slug Pistol 0, Survival Training 2, Vacc Suit Training 0, Vilani Language 0, Zero-G Training 0","TAS Membership, TAS Membership, 3 Ship Shares",Cr0,Cr147000,Cr0
L2629,Olalry,E,6,5,1,8,8,A,5,Ph Po,,9,Unusual Custom: Offworlders,Baronetess Elny Anse Krenti of Olalry,Human,Female,50,5578,7,9,3,8,A,c,Scout,Survey,1,"Anglic Language 0, Animal Farming 0, Capital Weapons 1, Carousing 3, Companion 0, Dancing 0, Deceiving 0, Diplomacy 1, Genetics 0, Holography 0, Investigating 1, Jack of all Trades 0, Knife Fighting 1, Persuading 1, Stealth 1, Survival Training 0, Telecomm 0, Vilani Language 0",Ship's Boat,Cr40000,Cr0,Cr0
F1611,Ichratlahinski,D,6,5,9,7,5,7,6,,,A,Remnant,Bechrenm Alhn,Human,Male,52,5576,5,2,5,A,B,5,Navy,Flight,1,"Administrating 0, Anglic Language 0, Astrogating 1, Capital Ship Helm 1, Computer Science 0, Jack of all Trades 0, Mechanical Training 1, Naval Tactics 1, Sensor Reading 1, Shotgun 2, Slug Pistol 1, Small Craft Piloting 2, Spacecraft Piloting 2, Survival Training 3, Telecomm 1, Vacc Suit Training 2, Xenology 0, Zero-G Training 0",,Cr145000,Cr0,Cr0
N1139,Shenk,E,5,1,0,4,7,2,8,Ni,A,9,Unusual Customs: Social Standings,Istenboni Ensitsurverda,Human,Female,53,5575,5,1,4,8,A,9,Drifter,Barbarian,0,"Acting 0, Administrating 2, Advocating 0, Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 1, Carousing 0, Companion 1, Deceiving 0, Investigating 1, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 1, Medical Training 0, Persuading 0, Robotics 0, Small Craft Piloting 1, Stealth 0, Streetwise 1, Survival Training 1, Telecomm 0, Vacc Suit Training 2, Writing 0, Zero-G Training 1",1 Ship Share,Cr63000,Cr0,Cr0
I0226,Leta,A,8,7,3,4,6,7,D,Ni,,7,Unusual Customs: Lifecycle,Stersork Ratliton,Human,Male,23,5605,4,4,1,7,8,5,Drifter,Wanderer,0,"Anglic Language 0, Athletic Strength 0, Cybernetics 0, Deceiving 0, Jack of all Trades 0, Reconnaissance 0, Robotics 0, Stealth 0, Streetwise 0, Survival Training 0",,Cr0,Cr50000,Cr0
N1237,Atnstergimer,A,6,5,4,5,2,0,A,Ag Fa Ni,,B,Progressive,3rd Officer Erkrerkolton C. Enlynn,Human,Female,58,5570,1,5,3,5,A,3,Merchants,Merchant Marine,5,"Advocating 0, Anglic Language 0, Animal Training 0, Capital Ship Helm 1, Capital Weapons 1, Carousing 0, Companion 0, Computer Science 0, Energy Rifle 2, Investigating 1, Jack of all Trades 0, Knife Fighting 0, Leadership 1, Mechanical Training 2, Military Tactics 1, Portable Artillery 1, Reconnaissance 1, Sailboat Helm 0, Slug Pistol 0, Spacecraft Piloting 2, Stealth 1, Submarine Helm 1, Survival Training 0, Trading 1, Vacc Suit Training 1, Zero-G Training 2","Alien Artifact, Free Trader, Free Trader",Cr0,Cr1000,Cr10000
C2403,Ochranli,B,5,8,A,3,2,0,B,Lo Wa,A,C,Conservative,Baron Boch Krikrarmon Atly of Ochranli,Human,Male,57,5571,5,3,6,7,A,C,Marines,Ground Assault,2,"Administrating 0, Advocating 1, Anglic Language 0, Carousing 1, Civil Construction 0, Computer Training 0, Diplomacy 0, Electronics 1, Energy Pistol 1, Energy Rifle 1, Explosives 1, Field Artillery 0, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Musical Training 0, Persuading 0, Slug Pistol 1, Slug Rifle 1, Streetwise 1, Survival Training 1, Sword Fighting 2, Tank Driving 0, Telecomm 2","Estate Portfolio: Cr5000000, Pension Portfolio: Cr2500000, TAS Membership, TAS Membership, 1 Ship Share",Cr42000,Cr0,Cr0
G1712,Alrc,D,2,0,1,8,A,B,8,Ic Na Ph Pi Va,A,3,Xenophobic,Captain Sitsihick L. Arda,Human,Male,50,5578,2,8,1,8,5,6,Marines,Support,2,"Administrating 1, Advocating 1, Anglic Language 0, Athletic Endurance 1, Autocar Driving 0, Bionetics 1, Companion 1, Gambling 1, Jack of all Trades 0, Jumping 1, Leadership 1, Medical Training 0, Military Tactics 1, Persuading 0, Shotgun 1, Streetwise 1, Telecomm 0, Trading 5, Vacc Suit Training 1","Free Trader, Free Trader, Armor",Cr130000,Cr0,Cr10000
D3202,Imulalnston,B,7,8,7,6,5,8,7,Ag Fa Ga Ni Ri,,5,Tourist Attraction,Latnk Jelhn,Human,Male,54,5574,4,4,6,7,8,5,Merchants,Trader,6,"Administrating 3, Advocating 1, Anglic Language 0, Animal Training 0, Astrogating 4, Capital Ship Helm 1, Chemisty 0, Computer Training 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Navigating 1, Psychology 1, Remote Operating 1, Ship Screens 0, Slug Pistol 0, Small Craft Piloting 1, Streetwise 1, Trading 1, Vacc Suit Training 0, Veterinary 1, Zero-G Training 0",Air/Raft,Cr1000,Cr0,Cr12000
J1030,Lelletniw,C,8,B,6,1,0,0,9,Fl Lo,,B,Peaceful,Drelng Ilcestenth,Human,Male,51,5577,6,1,4,7,A,5,Rogue,Thief,0,"Anglic Language 0, Animal Riding 1, Animal Training 1, Astrogating 1, Computer Training 1, Diplomacy 1, Energy Rifle 0, Jack of all Trades 0, Mechanical Training 0, Spacecraft Piloting 1, Streetwise 0, Survival Training 3, Telecomm 3, Vacc Suit Training 1, Vilani Language 0",1 Ship Share,Cr50000,Cr0,Cr0
L3121,Ayan,E,8,A,4,6,7,5,8,Fl Ni,,6,Unusual Custom: Starport,Sergeant Shiml R. Oson,Human,Male,50,5578,1,2,2,6,3,8,Drifter,Scavenger,0,"Anglic Language 0, Athletic Endurance 2, Blunt Fighting 1, Computer Training 0, Energy 0, Investigating 1, Jack of all Trades 0, Mechanical Training 0, Ortillery Gunnery 0, Reconnaissance 3, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 0, Stealth 1, Streetwise 1, Survival Training 0, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 0",,Cr11500,Cr0,Cr0
K2328,Well,A,7,7,A,5,6,A,A,Ni Wa,A,5,Honorable,Petty Officer 2nd Class Oltobini V. Panshi,Human,Female,54,5574,2,2,1,D,B,4,Drifter,Barbarian,1,"Advocating 1, Anglic Language 0, Carousing 1, Computer Training 2, Cruise Ship Helm 0, Deceiving 1, Electronics 1, Energy Pistol 1, Energy Rifle 1, Investigating 0, Jack of all Trades 0, Jumpspace 1, Life Support 1, Mechanical Training 1, Medical Training 0, Military Tactics 0, Mole Trucking 0, Naval Tactics 1, Psionicology 0, Reconnaissance 0, Sailboat Helm 1, Sensor Reading 3, Ship Screens 2, Small Craft Piloting 0, Streetwise 1, Vacc Suit Training 1",2 Ship Shares,Cr6000,Cr0,Cr10000
L2826,Atshanlenk,C,4,2,1,3,6,6,6,Px He Lo Po,,6,Degenerate,Lady Chalnie E. Shirerson,Human,Female,54,5574,4,6,2,8,A,B,Navy,Line/Crew,6,"Anglic Language 0, Animal Farming 0, Astrogating 3, Capital Weapons 1, Computer Training 1, Diplomacy 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 1, Naval Tactics 1, Navigating 4, Remote Operating 5, Ship Screens 0, Shotgun 0, Small Craft Piloting 0, Tank Driving 0, Telecomm 1, Vacc Suit Training 0, Zero-G Training 0","TAS Membership, Ship's Boat",Cr60000,Cr0,Cr12000
D3006,Onbrildretn,A,5,7,7,4,7,7,D,Fa Ni Pa,A,8,Influenced,Adapanlardy Shalis,Human,Female,53,5575,1,1,4,B,A,5,Drifter,Scavenger,0,"Anglic Language 0, Athletic Endurance 0, Athletic Strength 1, Battle Suit Training 0, Deceiving 1, Energy Pistol 0, Fist Fighting 3, Jack of all Trades 0, Jumping 0, Knife Fighting 1, Military Tactics 1, Naval Tactics 0, Portable Artillery 1, Psionicology 0, Reconnaissance 3, Robotics 0, Small Craft Piloting 1, Stealth 1, Streetwise 3, Survival Training 0, Vacc Suit Training 0, Writing 0",1 Ship Share,Cr0,Cr152000,Cr0
E0414,Atm,E,9,9,7,1,0,3,4,Lo,,8,Honorable,Unsanrt Pason,Human,Female,53,5575,1,1,5,5,7,A,Drifter,Wanderer,1,"Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 0, Athletic Strength 0, Biology 0, Deceiving 1, Energy 0, Energy Pistol 0, Energy Rifle 1, Jack of all Trades 1, Jumping 1, Reconnaissance 4, Stealth 1, Streetwise 2, Survival Training 2, Xenology 0",,Cr0,Cr102000,Cr0
B1304,Jongenke,C,5,4,6,1,6,6,6,Lo,,B,Influenced,Bilace Reryan,Human,Male,50,5578,3,1,3,9,6,8,Drifter,Scavenger,1,"Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Companion 0, Energy Pistol 0, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Mechanical Training 0, Military Tactics 0, Motorboat Helm 0, Political Science 0, Shotgun 1, Slug Pistol 1, Slug Rifle 1, Small Craft Piloting 1, Stealth 1, Streetwise 1, Survival Training 1, Telecomm 1, Trading 1, Vacc Suit Training 1, Xenology 0",1 Ship Share,Cr0,Cr40000,Cr0
N1036,Achatnseldyne,B,1,2,0,7,5,3,C,De Na Pi Po,,3,Liberal,Onparnson Sherkalyan,Human,Male,50,5578,1,4,1,A,9,5,Drifter,Barbarian,0,"Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Battle Suit Training 0, Carousing 0, Deceiving 1, Field Artillery 0, Fist Fighting 1, Jack of all Trades 0, Jumping 0, Mole Trucking 0, Reconnaissance 0, Shotgun 1, Slug Pistol 1, Spacecraft Piloting 1, Stealth 0, Streetwise 1, Survival Training 1, Vacc Suit Training 0, Zero-G Training 1",,Cr0,Cr105000,Cr0
O2332,Alhoza,A,6,7,9,7,8,A,C,Pi,A,7,Unusual Customs: Nobility,Petty Officer 3rd Class Enmer E. Ennetstenk,Human,Female,54,5574,3,5,1,5,A,7,Drifter,Wanderer,1,"Advocating 0, Anglic Language 0, Astrogating 0, Athletic Co-ord 1, Autocar Driving 0, Biology 0, Computer Training 3, Deceiving 1, Diplomacy 1, Jack of all Trades 1, Jumping 0, Life Support 2, Mechanical Training 2, Mole Trucking 1, Shotgun 0, Slug Pistol 0, Small Craft Piloting 0, Streetwise 2, Survival Training 2, Telecomm 0, Vacc Suit Training 1, Veterinary 1, Zero-G Training 0","Air/Raft, 3 Ship Shares",Cr10000,Cr0,Cr0
F1415,Ilini,C,6,A,6,7,6,1,8,Cy Fl,,7,Taboo,Field Agent Elanti Q. Sithon,Human,Female,52,5576,1,6,1,3,6,3,Drifter,Wanderer,0,"Anglic Language 0, Animal Farming 0, Athletic Strength 0, Capital Ship Helm 1, Computer Training 2, Deceiving 1, Investigating 1, Jack of all Trades 0, Reconnaissance 1, Slug Rifle 0, Small Craft Piloting 1, Stealth 1, Streetwise 4, Survival Training 1, Tank Driving 0, Vilani Language 0",Scientific Equipment,Cr0,Cr230000,Cr0
J1021,Cidrink,B,1,4,0,8,6,2,C,Cy De Ph Pi Po,,6,Deceptive,Captain Ellanko Y. Etrc,Human,Female,54,5574,3,D,8,5,8,8,Rogue,Pirate,8,"Anglic Language 0, Athletic Endurance 0, Autocar Driving 0, Blunt Fighting 1, Capital Ship Helm 1, Carousing 1, Companion 0, Economics 0, Energy Rifle 1, Gambling 2, Jack of all Trades 0, Jumpspace 1, Knife Fighting 1, Military Tactics 1, Persuading 0, Sensor Reading 1, Shotgun 2, Slug Pistol 2, Survival Training 0, Telecomm 0, Trading 0, Vacc Suit Training 0, Veterinary 0","Armor, 4 Ship Shares",Cr150000,Cr0,Cr0
D3109,Alsetnski,C,4,1,0,8,C,B,A,Na Ph Pi,A,7,Ritualized,Baronetess Urlsetrk Aldrerm Etko of Alsetnski,Human,Female,57,5571,4,7,1,8,9,c,Agent,Corporate,2,"Advocating 0, Anglic Language 0, Astrogating 1, Athletic Strength 0, Blunt Fighting 1, Carousing 1, Computer Training 1, Deceiving 1, Energy Pistol 0, Gravitics 1, Jack of all Trades 0, Jumping 2, Medical Training 1, Reconnaissance 0, Sensor Reading 1, Ship Screens 1, Shotgun 2, Slug Pistol 1, Small Craft Piloting 1, Stealth 2, Streetwise 1, Tank Driving 0","Armor, Armor, Scientific Equipment, 4 Ship Shares",Cr35000,Cr0,Cr0
B1110,Ad,B,6,8,6,1,2,2,8,Ga Lo,,A,Tourist Attraction,Corporal Aljimer B. Hatson,Human,Female,50,5578,3,A,7,7,9,5,Drifter,Barbarian,0,"Acting 0, Advocating 0, Anglic Language 0, Animal Farming 0, Athletic Co-ord 0, Athletic Endurance 1, Battle Suit Training 0, Carousing 1, Cruise Ship Helm 0, Dancing 1, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Knife Fighting 2, Mechanical Training 0, Military Tactics 0, Philosophy 0, Portable Artillery 1, Reconnaissance 3, Shotgun 0, Slug Rifle 1, Stealth 0, Streetwise 1, Zero-G Training 1",,Cr50000,Cr0,Cr0
M0740,Jurn,C,7,8,8,8,A,8,3,Pa Ph Ri,,D,Deceptive,Densuhanrarrc Ilsarck,Human,Male,50,5578,A,5,7,B,8,8,Drifter,Scavenger,1,"Administrating 1, Anglic Language 0, Astrogating 1, Autocar Driving 0, Carousing 1, Computer Training 1, Investigating 0, Jack of all Trades 0, Jumpspace 1, Medical Training 0, Planetology 1, Reconnaissance 0, Sculpting 0, Sensor Reading 1, Shotgun 0, Small Craft Piloting 2, Streetwise 0, Survival Training 0, Sword Fighting 1, Vacc Suit Training 1, Vilani Language 0, Writing 1, Zero-G Training 1",Scientific Equipment,Cr30000,Cr0,Cr0
H2616,Atnstanshelsa,C,4,2,4,9,9,C,A,Hi In Mi,,7,Tourist Attraction,Petty Officer 3rd Class Elnson W. Tonton,Human,Female,54,5574,5,A,3,D,A,6,Navy,Engineering/Gunnery,3,"Acting 0, Anglic Language 0, Carousing 1, Companion 0, Dancing 1, Deceiving 1, Electronics 1, Holography 1, Investigating 1, Jack of all Trades 0, Mechanical Training 2, Musical Training 1, Persuading 1, Physics 0, Planetology 0, Polymers 0, Sensor Reading 1, Small Craft Piloting 0, Stealth 1, Streetwise 0, Survival Training 0, Telecomm 1, Vacc Suit Training 2",1 Ship Share,Cr110000,Cr0,Cr0
